Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","41","China, mainland","100","India","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","100","India","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","100","India","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","100","India","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","100","India","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","100","India","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","100","India","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2014","2014","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","100","India","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2015","2015","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","100","India","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1990","1990","1000 US$","8226","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1991","1991","1000 US$","4220","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","8996","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1995","1995","1000 US$","3975","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1997","1997","1000 US$","2569","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1998","1998","1000 US$","312868","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","141625","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","92687","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","130","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","43311","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","22744","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2004","2004","1000 US$","17","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2005","2005","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","136","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","3097","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","4962","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","10570","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","8523","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","12626","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2012","2012","1000 US$","7400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2013","2013","1000 US$","1739","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2014","2014","1000 US$","3702","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2015","2015","1000 US$","1719","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","101","Indonesia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","5238","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","102","Iran (Islamic Republic of)","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1987","1987","1000 US$","7773","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","102","Iran (Islamic Republic of)","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","164","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","102","Iran (Islamic Republic of)","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2012","2012","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","102","Iran (Islamic Republic of)","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2013","2013","1000 US$","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","102","Iran (Islamic Republic of)","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2014","2014","1000 US$","59","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","102","Iran (Islamic Republic of)","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2015","2015","1000 US$","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
